cell_id,vaccine_element,log_p_no_response,p_no_response,p_response,log_p_response
23,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
23,mut44,-0.1906217396087409,0.8264451404965794,0.17355485950342064,-1.7512615364704385
23,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
24,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut15,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut20,-0.6671715886303705,0.5131579488885062,0.4868420511114938,-0.719815538872558
24,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
24,mut28,-1.480184066685958,0.22759579172492064,0.7724042082750794,-0.258247280132056
24,mut33,-0.7825826256972557,0.4572236476192623,0.5427763523807376,-0.6110579179602463
